transaction_id,player_id,transaction_date,type,amount,method
TX002499,P00126,2024-11-17,Deposit,1543.0,Crypto
TX002500,P00126,2024-10-06,Deposit,1995.81,Crypto
TX002501,P00126,2023-11-28,Deposit,946.73,Crypto
TX002502,P00126,2024-11-17,Deposit,750.62,Crypto
TX002503,P00126,2024-11-18,Withdrawal,487.49,Crypto
TX002504,P00126,2023-11-30,Deposit,496.49,Crypto
TX002505,P00126,2024-04-11,Deposit,448.73,Crypto
TX002506,P00126,2024-02-29,Deposit,1197.39,Crypto
TX002507,P00126,2024-11-04,Deposit,1635.85,Crypto
TX002508,P00126,2024-11-12,Withdrawal,2026.86,Crypto
TX002509,P00126,2024-03-29,Deposit,1959.89,Crypto
TX002510,P00126,2023-08-23,Deposit,1125.87,Crypto
TX002511,P00126,2023-09-06,Deposit,1508.72,Crypto
TX002512,P00127,2023-10-23,Deposit,10.78,Bank Transfer
TX002513,P00127,2024-10-21,Deposit,74.21,Bank Transfer
TX002514,P00127,2024-08-15,Deposit,35.88,Bank Transfer
TX002515,P00127,2023-09-11,Deposit,75.13,Bank Transfer
TX002516,P00127,2023-09-25,Withdrawal,85.71,Bank Transfer
TX002517,P00127,2024-06-18,Deposit,22.12,Bank Transfer
TX002518,P00127,2023-07-12,Deposit,90.01,Bank Transfer
TX002519,P00127,2023-07-24,Withdrawal,51.0,Bank Transfer
TX002520,P00128,2024-09-11,Deposit,97.62,Credit Card
TX002521,P00129,2024-12-03,Deposit,16.92,E-Wallet
TX002522,P00129,2024-12-26,Deposit,47.99,E-Wallet
TX002523,P00129,2024-12-10,Deposit,48.09,E-Wallet
TX002524,P00129,2024-12-30,Withdrawal,31.95,E-Wallet
TX002525,P00129,2024-12-13,Deposit,60.87,E-Wallet
TX002526,P00129,2024-12-31,Withdrawal,45.55,E-Wallet
TX002527,P00129,2024-12-28,Deposit,73.66,E-Wallet
TX002528,P00129,2024-12-27,Deposit,33.63,E-Wallet
TX002529,P00129,2024-12-30,Withdrawal,50.19,E-Wallet
TX002530,P00129,2024-12-26,Deposit,85.42,E-Wallet
TX002531,P00129,2024-12-26,Withdrawal,81.56,E-Wallet
TX002532,P00130,2024-07-04,Deposit,96.18,E-Wallet
TX002533,P00130,2024-07-19,Deposit,9.41,E-Wallet
TX002534,P00130,2024-07-21,Withdrawal,13.03,E-Wallet
TX002535,P00131,2024-11-08,Deposit,1776.02,Bank Transfer
TX002536,P00131,2024-11-09,Withdrawal,1128.47,Bank Transfer
TX002537,P00131,2024-09-01,Deposit,1211.09,Bank Transfer
TX002538,P00131,2024-09-06,Withdrawal,869.8,Bank Transfer
TX002539,P00131,2024-10-12,Deposit,569.81,Bank Transfer
TX002540,P00131,2024-11-11,Withdrawal,285.66,Bank Transfer
TX002541,P00131,2024-11-23,Deposit,227.75,Bank Transfer
TX002542,P00131,2024-12-04,Withdrawal,315.9,Bank Transfer
TX002543,P00131,2024-11-16,Deposit,753.7,Bank Transfer
TX002544,P00131,2024-09-22,Deposit,1274.56,Bank Transfer
TX002545,P00131,2024-11-18,Deposit,638.99,Bank Transfer
TX002546,P00131,2024-09-01,Deposit,529.47,Bank Transfer
TX002547,P00131,2024-12-31,Deposit,1645.0,Bank Transfer
TX002548,P00131,2024-11-04,Deposit,1420.77,Bank Transfer
TX002549,P00131,2024-11-10,Withdrawal,1713.54,Bank Transfer
TX002550,P00131,2024-10-25,Deposit,466.22,Bank Transfer
TX002551,P00131,2024-11-21,Withdrawal,277.66,Bank Transfer
TX002552,P00131,2024-10-04,Deposit,1224.98,Bank Transfer
TX002553,P00131,2024-10-29,Withdrawal,1157.46,Bank Transfer
TX002554,P00131,2024-11-20,Deposit,1172.23,Bank Transfer
TX002555,P00131,2024-10-22,Deposit,332.65,Bank Transfer
TX002556,P00131,2024-10-31,Deposit,1530.05,Bank Transfer
TX002557,P00131,2024-11-28,Withdrawal,1523.54,Bank Transfer
TX002558,P00131,2024-12-15,Deposit,1582.14,Bank Transfer
TX002559,P00131,2024-12-02,Deposit,694.81,Bank Transfer
TX002560,P00131,2024-09-27,Deposit,1907.62,Bank Transfer
TX002561,P00131,2024-10-04,Withdrawal,2785.84,Bank Transfer
TX002562,P00131,2024-12-04,Deposit,476.37,Bank Transfer
TX002563,P00131,2024-11-11,Deposit,1217.2,Bank Transfer
TX002564,P00131,2024-11-13,Withdrawal,1689.11,Bank Transfer
TX002565,P00131,2024-11-30,Deposit,446.28,Bank Transfer
TX002566,P00131,2024-10-31,Deposit,1317.74,Bank Transfer
TX002567,P00131,2024-12-16,Deposit,749.61,Bank Transfer
TX002568,P00131,2024-09-18,Deposit,1213.32,Bank Transfer
TX002569,P00131,2024-10-02,Withdrawal,474.67,Bank Transfer
TX002570,P00131,2024-10-21,Deposit,289.76,Bank Transfer
TX002571,P00131,2024-12-04,Deposit,343.41,Bank Transfer
TX002572,P00131,2024-11-02,Deposit,999.56,Bank Transfer
TX002573,P00131,2024-11-29,Withdrawal,910.03,Bank Transfer
TX002574,P00131,2024-12-04,Deposit,578.56,Bank Transfer
TX002575,P00131,2024-12-08,Withdrawal,660.41,Bank Transfer
TX002576,P00131,2024-12-10,Deposit,328.88,Bank Transfer
TX002577,P00131,2024-10-21,Deposit,150.25,Bank Transfer
TX002578,P00131,2024-10-03,Deposit,1353.71,Bank Transfer
TX002579,P00131,2024-10-31,Deposit,699.27,Bank Transfer
TX002580,P00131,2024-11-01,Withdrawal,370.1,Bank Transfer
TX002581,P00131,2024-09-20,Deposit,219.31,Bank Transfer
TX002582,P00131,2024-11-16,Deposit,773.79,Bank Transfer
TX002583,P00131,2024-11-01,Deposit,498.78,Bank Transfer
TX002584,P00131,2024-09-18,Deposit,1205.58,Bank Transfer
TX002585,P00131,2024-09-25,Withdrawal,1325.45,Bank Transfer
TX002586,P00131,2024-09-05,Deposit,1083.11,Bank Transfer
TX002587,P00131,2024-12-20,Deposit,1311.65,Bank Transfer
TX002588,P00131,2024-12-29,Withdrawal,1926.28,Bank Transfer
TX002589,P00131,2024-11-27,Deposit,1415.61,Bank Transfer
TX002590,P00131,2024-12-01,Withdrawal,685.14,Bank Transfer
TX002591,P00132,2024-09-14,Deposit,56.8,Bank Transfer
TX002592,P00132,2024-07-13,Deposit,64.69,Bank Transfer
TX002593,P00133,2024-12-12,Deposit,22.13,Crypto
TX002594,P00133,2024-11-05,Deposit,33.74,Crypto
TX002595,P00134,2023-09-14,Deposit,919.7,Bank Transfer
TX002596,P00134,2024-10-21,Deposit,1191.7,Bank Transfer
TX002597,P00134,2024-11-16,Deposit,545.51,Bank Transfer
TX002598,P00134,2024-12-04,Withdrawal,809.22,Bank Transfer
TX002599,P00134,2024-03-31,Deposit,773.15,Bank Transfer
TX002600,P00134,2024-07-05,Deposit,1891.24,Bank Transfer
TX002601,P00134,2024-07-19,Withdrawal,2193.26,Bank Transfer
TX002602,P00134,2024-07-29,Deposit,650.69,Bank Transfer
TX002603,P00134,2023-09-22,Deposit,1778.5,Bank Transfer
TX002604,P00134,2024-05-07,Deposit,1592.66,Bank Transfer
TX002605,P00134,2024-05-19,Deposit,1107.77,Bank Transfer
TX002606,P00134,2024-05-27,Deposit,426.41,Bank Transfer
TX002607,P00134,2024-08-16,Deposit,930.76,Bank Transfer
TX002608,P00134,2023-11-01,Deposit,868.61,Bank Transfer
TX002609,P00134,2023-11-24,Withdrawal,790.0,Bank Transfer
TX002610,P00134,2024-03-14,Deposit,1016.28,Bank Transfer
TX002611,P00134,2024-09-25,Deposit,419.74,Bank Transfer
TX002612,P00134,2023-12-12,Deposit,1738.3,Bank Transfer
TX002613,P00134,2024-02-03,Deposit,1500.52,Bank Transfer
TX002614,P00134,2024-02-21,Withdrawal,1155.62,Bank Transfer
TX002615,P00134,2024-06-03,Deposit,402.15,Bank Transfer
TX002616,P00134,2024-06-14,Withdrawal,124.81,Bank Transfer
TX002617,P00134,2023-10-17,Deposit,1113.24,Bank Transfer
TX002618,P00134,2024-10-04,Deposit,1361.01,Bank Transfer
TX002619,P00134,2023-11-18,Deposit,1538.17,Bank Transfer
TX002620,P00134,2024-04-08,Deposit,427.0,Bank Transfer
TX002621,P00134,2024-06-20,Deposit,1544.91,Bank Transfer
TX002622,P00134,2024-07-19,Deposit,124.15,Bank Transfer
TX002623,P00134,2023-11-18,Deposit,1606.55,Bank Transfer
TX002624,P00134,2023-11-26,Withdrawal,650.05,Bank Transfer
TX002625,P00134,2024-06-10,Deposit,1189.46,Bank Transfer
TX002626,P00134,2024-09-30,Deposit,125.54,Bank Transfer
TX002627,P00134,2024-03-24,Deposit,849.4,Bank Transfer
TX002628,P00134,2024-04-07,Deposit,175.54,Bank Transfer
TX002629,P00134,2023-08-24,Deposit,598.32,Bank Transfer
TX002630,P00134,2024-02-15,Deposit,1673.26,Bank Transfer
TX002631,P00134,2024-03-04,Withdrawal,1227.45,Bank Transfer
TX002632,P00135,2024-11-17,Deposit,38.69,Bank Transfer
TX002633,P00135,2024-12-17,Deposit,31.01,Bank Transfer
TX002634,P00135,2024-12-15,Deposit,40.96,Bank Transfer
TX002635,P00135,2024-11-11,Deposit,180.98,Bank Transfer
TX002636,P00135,2024-12-05,Withdrawal,97.9,Bank Transfer
TX002637,P00135,2024-12-15,Deposit,69.74,Bank Transfer
TX002638,P00135,2024-12-29,Withdrawal,28.76,Bank Transfer
TX002639,P00135,2024-12-13,Deposit,82.21,Bank Transfer
TX002640,P00135,2024-12-20,Deposit,33.1,Bank Transfer
TX002641,P00135,2024-12-09,Deposit,60.2,Bank Transfer
TX002642,P00135,2024-11-08,Deposit,109.7,Bank Transfer
TX002643,P00135,2024-11-11,Withdrawal,154.48,Bank Transfer
TX002644,P00135,2024-12-23,Deposit,137.04,Bank Transfer
TX002645,P00135,2024-12-06,Deposit,293.17,Bank Transfer
TX002646,P00136,2024-06-01,Deposit,25.75,Crypto
TX002647,P00136,2024-07-08,Deposit,5.98,Crypto
TX002648,P00136,2024-05-04,Deposit,48.99,Crypto
TX002649,P00136,2024-05-17,Withdrawal,20.0,Crypto
TX002650,P00136,2024-08-13,Deposit,67.61,Crypto
TX002651,P00136,2024-12-18,Deposit,15.58,Crypto
TX002652,P00136,2024-04-19,Deposit,79.72,Crypto
TX002653,P00136,2024-05-09,Withdrawal,113.54,Crypto
TX002654,P00136,2024-11-20,Deposit,29.6,Crypto
TX002655,P00137,2024-09-20,Deposit,18.04,Bank Transfer
TX002656,P00137,2024-09-23,Withdrawal,13.84,Bank Transfer
TX002657,P00137,2024-09-14,Deposit,90.49,Bank Transfer
TX002658,P00137,2024-10-13,Withdrawal,108.46,Bank Transfer
TX002659,P00137,2024-10-31,Deposit,21.97,Bank Transfer
TX002660,P00137,2024-10-13,Deposit,54.72,Bank Transfer
TX002661,P00137,2024-10-21,Deposit,89.96,Bank Transfer
TX002662,P00137,2024-10-22,Deposit,86.57,Bank Transfer
TX002663,P00137,2024-10-30,Withdrawal,88.76,Bank Transfer
TX002664,P00137,2024-08-21,Deposit,64.25,Bank Transfer
TX002665,P00137,2024-08-29,Withdrawal,87.12,Bank Transfer
TX002666,P00138,2024-09-06,Deposit,36.14,Crypto
TX002667,P00138,2024-09-15,Deposit,57.3,Crypto
TX002668,P00138,2024-09-17,Withdrawal,74.67,Crypto
TX002669,P00139,2024-07-02,Deposit,63.47,Bank Transfer
TX002670,P00139,2024-07-11,Withdrawal,72.15,Bank Transfer
TX002671,P00139,2023-09-10,Deposit,88.81,Bank Transfer
TX002672,P00139,2023-09-17,Withdrawal,74.1,Bank Transfer
TX002673,P00139,2024-01-03,Deposit,78.29,Bank Transfer
TX002674,P00139,2024-01-18,Withdrawal,39.29,Bank Transfer
TX002675,P00139,2024-01-04,Deposit,37.81,Bank Transfer
TX002676,P00139,2024-09-30,Deposit,23.66,Bank Transfer
TX002677,P00139,2024-06-08,Deposit,29.28,Bank Transfer
TX002678,P00139,2023-08-25,Deposit,20.72,Bank Transfer
TX002679,P00139,2024-09-18,Deposit,55.93,Bank Transfer
TX002680,P00140,2024-12-02,Deposit,77.3,Crypto
TX002681,P00140,2024-07-14,Deposit,8.94,Crypto
TX002682,P00140,2023-12-25,Deposit,23.8,Crypto
TX002683,P00140,2024-09-23,Deposit,30.29,Crypto
TX002684,P00140,2023-09-29,Deposit,61.58,Crypto
TX002685,P00140,2023-10-26,Withdrawal,43.39,Crypto
TX002686,P00140,2024-12-24,Deposit,34.73,Crypto
TX002687,P00140,2024-02-12,Deposit,21.57,Crypto
TX002688,P00141,2023-12-17,Deposit,710.45,Bank Transfer
TX002689,P00141,2023-05-07,Deposit,1686.94,Bank Transfer
TX002690,P00141,2023-05-31,Withdrawal,952.19,Bank Transfer
TX002691,P00141,2024-10-18,Deposit,247.54,Bank Transfer
TX002692,P00141,2023-06-11,Deposit,678.98,Bank Transfer
TX002693,P00141,2024-06-14,Deposit,1500.37,Bank Transfer
TX002694,P00141,2024-06-28,Withdrawal,1359.68,Bank Transfer
TX002695,P00141,2024-10-07,Deposit,597.66,Bank Transfer
TX002696,P00141,2024-10-08,Withdrawal,463.43,Bank Transfer
TX002697,P00141,2024-05-09,Deposit,256.47,Bank Transfer
TX002698,P00141,2024-04-14,Deposit,1769.09,Bank Transfer
TX002699,P00141,2024-04-27,Withdrawal,2333.25,Bank Transfer
TX002700,P00141,2023-09-02,Deposit,1390.93,Bank Transfer
TX002701,P00141,2023-12-16,Deposit,867.85,Bank Transfer
TX002702,P00141,2023-06-28,Deposit,798.71,Bank Transfer
TX002703,P00141,2023-07-20,Withdrawal,323.12,Bank Transfer
TX002704,P00141,2024-05-06,Deposit,1651.31,Bank Transfer
TX002705,P00141,2024-11-25,Deposit,163.76,Bank Transfer
TX002706,P00141,2024-12-09,Withdrawal,142.55,Bank Transfer
TX002707,P00141,2023-10-08,Deposit,1196.04,Bank Transfer
TX002708,P00141,2023-11-01,Withdrawal,1100.87,Bank Transfer
TX002709,P00141,2024-03-28,Deposit,177.92,Bank Transfer
TX002710,P00141,2024-11-16,Deposit,831.61,Bank Transfer
TX002711,P00141,2024-11-23,Withdrawal,612.07,Bank Transfer
TX002712,P00141,2024-07-02,Deposit,163.21,Bank Transfer
TX002713,P00141,2023-12-10,Deposit,1441.19,Bank Transfer
TX002714,P00141,2024-06-29,Deposit,1225.07,Bank Transfer
TX002715,P00141,2024-06-29,Withdrawal,950.2,Bank Transfer
TX002716,P00141,2024-07-14,Deposit,1365.16,Bank Transfer
TX002717,P00141,2024-07-26,Withdrawal,1181.14,Bank Transfer
TX002718,P00141,2023-08-22,Deposit,1141.19,Bank Transfer
TX002719,P00141,2023-09-14,Withdrawal,593.52,Bank Transfer
TX002720,P00141,2024-06-14,Deposit,1786.92,Bank Transfer
TX002721,P00141,2024-11-29,Deposit,1320.51,Bank Transfer
TX002722,P00142,2024-08-11,Deposit,47.95,Credit Card
TX002723,P00143,2024-04-24,Deposit,514.26,E-Wallet
TX002724,P00143,2024-10-19,Deposit,1235.81,E-Wallet
TX002725,P00143,2024-05-24,Deposit,994.38,E-Wallet
TX002726,P00143,2024-06-06,Withdrawal,542.16,E-Wallet
TX002727,P00143,2024-10-21,Deposit,1645.09,E-Wallet
TX002728,P00143,2024-10-28,Deposit,1274.04,E-Wallet
TX002729,P00143,2024-11-29,Deposit,1015.0,E-Wallet
TX002730,P00143,2024-11-21,Deposit,1703.29,E-Wallet
TX002731,P00143,2024-09-29,Deposit,713.04,E-Wallet
TX002732,P00143,2024-10-20,Withdrawal,758.79,E-Wallet
TX002733,P00143,2024-08-26,Deposit,362.3,E-Wallet
TX002734,P00143,2024-10-28,Deposit,965.28,E-Wallet
TX002735,P00143,2024-11-24,Withdrawal,939.45,E-Wallet
TX002736,P00143,2024-12-03,Deposit,1430.3,E-Wallet
TX002737,P00143,2024-12-30,Withdrawal,1118.16,E-Wallet
TX002738,P00143,2024-11-12,Deposit,941.29,E-Wallet
TX002739,P00143,2024-02-21,Deposit,454.96,E-Wallet
TX002740,P00143,2024-02-23,Withdrawal,356.08,E-Wallet
TX002741,P00143,2024-01-30,Deposit,1197.97,E-Wallet
TX002742,P00143,2023-11-15,Deposit,1001.68,E-Wallet
TX002743,P00143,2024-08-31,Deposit,1204.57,E-Wallet
TX002744,P00143,2024-07-25,Deposit,1694.68,E-Wallet
TX002745,P00143,2024-08-12,Withdrawal,2168.65,E-Wallet
TX002746,P00143,2024-01-28,Deposit,1032.02,E-Wallet
TX002747,P00143,2024-06-09,Deposit,1434.61,E-Wallet
TX002748,P00143,2024-12-05,Deposit,487.74,E-Wallet
TX002749,P00143,2024-07-02,Deposit,271.83,E-Wallet
TX002750,P00143,2023-11-11,Deposit,1114.4,E-Wallet
TX002751,P00143,2024-04-13,Deposit,1260.42,E-Wallet
TX002752,P00143,2024-05-01,Withdrawal,819.68,E-Wallet
TX002753,P00143,2023-11-23,Deposit,491.87,E-Wallet
TX002754,P00143,2024-08-08,Deposit,1405.23,E-Wallet
TX002755,P00143,2023-12-22,Deposit,1381.69,E-Wallet
TX002756,P00143,2024-01-01,Withdrawal,916.04,E-Wallet
TX002757,P00143,2024-09-30,Deposit,1242.86,E-Wallet
TX002758,P00143,2024-10-09,Withdrawal,907.97,E-Wallet
TX002759,P00143,2024-08-23,Deposit,1259.94,E-Wallet
TX002760,P00144,2024-12-26,Deposit,61.89,E-Wallet
TX002761,P00144,2024-12-28,Withdrawal,79.43,E-Wallet
TX002762,P00145,2024-07-03,Deposit,20.56,E-Wallet
TX002763,P00145,2024-07-22,Withdrawal,19.26,E-Wallet
TX002764,P00145,2024-07-24,Deposit,84.96,E-Wallet
TX002765,P00145,2024-11-22,Deposit,237.22,E-Wallet
TX002766,P00145,2024-07-17,Deposit,247.28,E-Wallet
TX002767,P00145,2024-12-02,Deposit,264.04,E-Wallet
TX002768,P00145,2024-11-21,Deposit,41.1,E-Wallet
TX002769,P00145,2024-06-13,Deposit,136.0,E-Wallet
TX002770,P00145,2024-05-17,Deposit,128.18,E-Wallet
TX002771,P00145,2024-10-27,Deposit,95.9,E-Wallet
TX002772,P00145,2024-10-30,Withdrawal,68.33,E-Wallet
TX002773,P00145,2024-10-28,Deposit,167.76,E-Wallet
TX002774,P00145,2024-11-26,Deposit,272.82,E-Wallet
TX002775,P00145,2024-12-08,Withdrawal,294.81,E-Wallet
TX002776,P00145,2024-07-19,Deposit,267.1,E-Wallet
TX002777,P00145,2024-11-17,Deposit,204.29,E-Wallet
TX002778,P00145,2024-10-30,Deposit,163.08,E-Wallet
TX002779,P00145,2024-07-06,Deposit,283.06,E-Wallet
TX002780,P00145,2024-06-14,Deposit,153.27,E-Wallet
TX002781,P00145,2024-06-24,Deposit,135.43,E-Wallet
TX002782,P00145,2024-07-08,Withdrawal,183.62,E-Wallet
TX002783,P00145,2024-07-07,Deposit,28.7,E-Wallet
TX002784,P00145,2024-05-24,Deposit,164.92,E-Wallet
TX002785,P00146,2024-08-26,Deposit,2013.67,Bank Transfer
TX002786,P00146,2024-08-31,Withdrawal,2055.49,Bank Transfer
TX002787,P00146,2024-08-06,Deposit,5727.54,Bank Transfer
TX002788,P00146,2024-06-06,Deposit,8412.77,Bank Transfer
TX002789,P00146,2024-06-22,Deposit,7646.53,Bank Transfer
TX002790,P00146,2024-07-19,Withdrawal,2470.51,Bank Transfer
TX002791,P00146,2024-03-22,Deposit,5405.23,Bank Transfer
TX002792,P00146,2024-06-28,Deposit,9538.39,Bank Transfer
TX002793,P00146,2024-07-18,Withdrawal,8205.99,Bank Transfer
TX002794,P00146,2024-05-27,Deposit,1343.76,Bank Transfer
TX002795,P00146,2024-01-08,Deposit,4518.33,Bank Transfer
TX002796,P00146,2024-03-04,Deposit,7332.71,Bank Transfer
TX002797,P00146,2024-07-22,Deposit,8656.51,Bank Transfer
TX002798,P00146,2024-08-06,Withdrawal,6815.91,Bank Transfer
TX002799,P00146,2024-03-14,Deposit,647.78,Bank Transfer
TX002800,P00146,2024-03-18,Withdrawal,847.82,Bank Transfer
TX002801,P00146,2024-05-08,Deposit,6436.55,Bank Transfer
TX002802,P00146,2024-11-27,Deposit,7695.39,Bank Transfer
TX002803,P00146,2024-12-26,Withdrawal,6198.91,Bank Transfer
TX002804,P00146,2024-12-16,Deposit,9062.87,Bank Transfer
TX002805,P00146,2024-12-24,Withdrawal,5093.43,Bank Transfer
TX002806,P00146,2024-11-06,Deposit,4124.11,Bank Transfer
TX002807,P00146,2024-11-30,Deposit,2904.28,Bank Transfer
TX002808,P00146,2024-12-20,Deposit,8302.54,Bank Transfer
TX002809,P00146,2024-01-10,Deposit,1271.62,Bank Transfer
TX002810,P00146,2024-02-02,Withdrawal,832.0,Bank Transfer
TX002811,P00146,2024-12-10,Deposit,9339.24,Bank Transfer
TX002812,P00146,2024-12-15,Withdrawal,10171.88,Bank Transfer
TX002813,P00146,2024-07-16,Deposit,2542.02,Bank Transfer
TX002814,P00146,2024-11-01,Deposit,1355.24,Bank Transfer
TX002815,P00146,2024-04-30,Deposit,4856.03,Bank Transfer
TX002816,P00146,2024-05-05,Withdrawal,4669.48,Bank Transfer
TX002817,P00146,2024-05-22,Deposit,5913.82,Bank Transfer
TX002818,P00146,2024-02-06,Deposit,2874.29,Bank Transfer
TX002819,P00146,2024-08-23,Deposit,507.31,Bank Transfer
TX002820,P00146,2024-06-05,Deposit,2801.69,Bank Transfer
TX002821,P00146,2024-12-25,Deposit,3429.22,Bank Transfer
TX002822,P00146,2024-04-29,Deposit,7134.81,Bank Transfer
TX002823,P00146,2024-09-19,Deposit,7662.04,Bank Transfer
TX002824,P00146,2024-08-19,Deposit,8002.84,Bank Transfer
TX002825,P00146,2024-05-28,Deposit,6956.86,Bank Transfer
TX002826,P00146,2024-07-29,Deposit,8357.16,Bank Transfer
TX002827,P00146,2024-08-26,Withdrawal,11521.46,Bank Transfer
TX002828,P00146,2024-10-12,Deposit,1895.27,Bank Transfer
TX002829,P00146,2024-10-24,Deposit,4791.81,Bank Transfer
TX002830,P00147,2024-02-13,Deposit,94.21,Credit Card
TX002831,P00147,2023-10-08,Deposit,99.91,Credit Card
TX002832,P00147,2023-12-28,Deposit,45.65,Credit Card
TX002833,P00147,2024-08-22,Deposit,62.41,Credit Card
TX002834,P00147,2024-10-28,Deposit,43.74,Credit Card
TX002835,P00147,2023-09-15,Deposit,40.42,Credit Card
TX002836,P00148,2023-11-03,Deposit,17.81,E-Wallet
TX002837,P00148,2023-11-11,Withdrawal,9.32,E-Wallet
TX002838,P00148,2024-10-27,Deposit,41.76,E-Wallet
TX002839,P00148,2024-11-09,Withdrawal,40.77,E-Wallet
TX002840,P00148,2023-09-17,Deposit,6.05,E-Wallet
TX002841,P00148,2023-07-22,Deposit,96.82,E-Wallet
TX002842,P00148,2024-12-11,Deposit,60.42,E-Wallet
TX002843,P00148,2024-12-22,Withdrawal,45.46,E-Wallet
TX002844,P00148,2023-10-14,Deposit,60.86,E-Wallet
TX002845,P00148,2024-11-20,Deposit,28.56,E-Wallet
TX002846,P00148,2024-11-25,Deposit,74.81,E-Wallet
TX002847,P00149,2024-06-06,Deposit,1078.06,Bank Transfer
TX002848,P00149,2024-04-13,Deposit,1260.74,Bank Transfer
TX002849,P00149,2024-09-29,Deposit,924.27,Bank Transfer
TX002850,P00149,2023-12-31,Deposit,584.13,Bank Transfer
TX002851,P00149,2024-01-16,Withdrawal,839.41,Bank Transfer
TX002852,P00149,2024-10-13,Deposit,577.79,Bank Transfer
TX002853,P00149,2023-12-31,Deposit,281.73,Bank Transfer
TX002854,P00149,2024-01-16,Withdrawal,336.74,Bank Transfer
TX002855,P00149,2024-09-21,Deposit,1239.03,Bank Transfer
TX002856,P00149,2024-09-25,Withdrawal,970.09,Bank Transfer
TX002857,P00149,2023-09-11,Deposit,108.4,Bank Transfer
TX002858,P00149,2023-09-20,Withdrawal,38.98,Bank Transfer
TX002859,P00149,2024-07-29,Deposit,1426.95,Bank Transfer
TX002860,P00149,2023-11-10,Deposit,1696.14,Bank Transfer
TX002861,P00149,2024-12-22,Deposit,227.94,Bank Transfer
TX002862,P00149,2024-09-09,Deposit,1338.92,Bank Transfer
TX002863,P00149,2024-09-10,Withdrawal,1800.66,Bank Transfer
TX002864,P00149,2024-09-04,Deposit,1877.99,Bank Transfer
TX002865,P00149,2024-09-13,Withdrawal,829.79,Bank Transfer
TX002866,P00149,2023-12-09,Deposit,1081.51,Bank Transfer
TX002867,P00149,2024-02-07,Deposit,389.38,Bank Transfer
TX002868,P00149,2024-05-31,Deposit,993.15,Bank Transfer
TX002869,P00149,2024-06-19,Withdrawal,941.68,Bank Transfer
TX002870,P00149,2024-07-21,Deposit,721.73,Bank Transfer
TX002871,P00149,2024-01-26,Deposit,403.56,Bank Transfer
TX002872,P00149,2024-12-20,Deposit,1424.86,Bank Transfer
TX002873,P00149,2024-12-20,Withdrawal,990.86,Bank Transfer
TX002874,P00149,2024-08-24,Deposit,1333.03,Bank Transfer
TX002875,P00149,2024-08-29,Withdrawal,773.48,Bank Transfer
TX002876,P00149,2024-10-25,Deposit,541.04,Bank Transfer
TX002877,P00149,2024-05-01,Deposit,1987.32,Bank Transfer
TX002878,P00149,2024-12-21,Deposit,1620.76,Bank Transfer
TX002879,P00149,2024-01-07,Deposit,1161.53,Bank Transfer
TX002880,P00149,2023-10-30,Deposit,1839.21,Bank Transfer
TX002881,P00149,2024-10-23,Deposit,1575.9,Bank Transfer
TX002882,P00149,2024-10-18,Deposit,164.51,Bank Transfer
TX002883,P00150,2024-06-28,Deposit,55.73,E-Wallet
TX002884,P00150,2023-08-09,Deposit,50.02,E-Wallet
TX002885,P00150,2023-05-16,Deposit,47.61,E-Wallet
TX002886,P00150,2023-08-24,Deposit,93.96,E-Wallet
TX002887,P00150,2024-04-19,Deposit,97.93,E-Wallet
TX002888,P00150,2024-05-13,Withdrawal,105.96,E-Wallet
TX002889,P00150,2024-03-06,Deposit,85.71,E-Wallet
TX002890,P00150,2024-03-13,Withdrawal,107.52,E-Wallet
TX002891,P00151,2024-05-09,Deposit,92.14,Credit Card
TX002892,P00151,2024-02-10,Deposit,83.15,Credit Card
TX002893,P00151,2024-02-16,Withdrawal,73.06,Credit Card
TX002894,P00151,2024-07-13,Deposit,108.41,Credit Card
TX002895,P00151,2023-09-07,Deposit,34.51,Credit Card
TX002896,P00151,2023-12-10,Deposit,199.86,Credit Card
TX002897,P00151,2023-12-21,Withdrawal,74.85,Credit Card
TX002898,P00151,2024-04-02,Deposit,44.13,Credit Card
TX002899,P00151,2024-08-05,Deposit,70.21,Credit Card
TX002900,P00151,2024-08-27,Withdrawal,49.16,Credit Card
TX002901,P00151,2024-07-15,Deposit,228.38,Credit Card
TX002902,P00151,2024-09-04,Deposit,39.88,Credit Card
TX002903,P00151,2024-09-19,Withdrawal,21.22,Credit Card
TX002904,P00151,2024-04-23,Deposit,31.29,Credit Card
TX002905,P00151,2024-04-28,Withdrawal,39.81,Credit Card
TX002906,P00151,2024-11-10,Deposit,298.97,Credit Card
TX002907,P00151,2024-11-24,Withdrawal,192.52,Credit Card
TX002908,P00151,2024-07-08,Deposit,20.02,Credit Card
TX002909,P00151,2024-07-21,Withdrawal,6.62,Credit Card
TX002910,P00151,2024-09-18,Deposit,288.46,Credit Card
TX002911,P00151,2023-11-05,Deposit,236.85,Credit Card
TX002912,P00152,2023-05-02,Deposit,70.72,Credit Card
TX002913,P00152,2024-03-21,Deposit,12.24,Credit Card
TX002914,P00153,2024-12-30,Deposit,49.77,Crypto
TX002915,P00153,2024-12-31,Withdrawal,20.3,Crypto
TX002916,P00153,2024-12-18,Deposit,27.69,Crypto
TX002917,P00154,2024-05-25,Deposit,30.46,Crypto
TX002918,P00154,2024-07-09,Deposit,8.52,Crypto
TX002919,P00154,2024-09-24,Deposit,80.5,Crypto
