player_id,registration_date,country,segment,status,preferred_game,deposit_method,last_login,kyc_verified
P00302,2023-07-08,UK,Regular,Dormant,Poker,Credit Card,2024-04-10,No
P00303,2024-11-15,Canada,Casual,Active,Live Casino,E-Wallet,2024-12-17,Yes
P00304,2023-08-12,UK,Casual,Inactive,Poker,Crypto,2024-02-19,Yes
P00305,2024-06-28,UK,Casual,Inactive,Poker,Bank Transfer,2024-07-01,Yes
P00306,2024-05-29,Canada,Casual,Dormant,Live Casino,Credit Card,2024-08-23,No
P00307,2023-09-04,Brazil,Regular,Active,Table Games,Bank Transfer,2024-12-25,No
P00308,2024-02-20,Cyprus,Casual,Inactive,Table Games,Credit Card,2024-06-23,Yes
P00309,2023-02-02,Canada,VIP,Active,Poker,Crypto,2024-12-23,Yes
P00310,2023-06-25,Canada,Casual,Active,Table Games,Credit Card,2024-12-30,No
P00311,2023-08-24,Nigeria,VIP,Active,Sports Betting,Bank Transfer,2024-12-30,Yes
P00312,2023-10-15,UK,Casual,Dormant,Live Casino,Bank Transfer,2024-07-29,Yes
P00313,2023-05-28,Canada,Casual,Dormant,Slots,Bank Transfer,2024-05-26,Yes
P00314,2024-02-03,India,Casual,Self-Excluded,Sports Betting,E-Wallet,2024-11-05,No
P00315,2023-03-22,UK,Regular,Inactive,Slots,Crypto,2024-03-10,Yes
P00316,2024-09-11,Canada,Casual,Dormant,Table Games,Credit Card,2024-09-30,Yes
P00317,2024-04-06,Finland,Regular,Inactive,Sports Betting,Crypto,2024-07-06,Yes
P00318,2024-01-25,Brazil,Regular,Active,Live Casino,Credit Card,2024-12-26,Yes
P00319,2024-12-29,Malta,Casual,Dormant,Sports Betting,Bank Transfer,2024-12-29,Yes
P00320,2023-11-12,Germany,Casual,Inactive,Live Casino,Credit Card,2024-03-29,Yes
P00321,2024-07-22,UK,Casual,Inactive,Slots,Bank Transfer,2024-08-17,Yes
P00322,2023-11-29,Brazil,Regular,Dormant,Sports Betting,Crypto,2023-12-05,No
P00323,2024-07-26,Nigeria,Regular,Dormant,Poker,E-Wallet,2024-08-26,Yes
P00324,2023-10-03,Malta,Casual,Active,Slots,E-Wallet,2024-12-24,Yes
P00325,2024-05-10,Brazil,Casual,Dormant,Live Casino,Crypto,2024-08-10,Yes
P00326,2023-04-20,Canada,Casual,Active,Table Games,Crypto,2024-12-17,No
P00327,2023-12-09,Nigeria,Casual,Inactive,Live Casino,Bank Transfer,2024-11-06,Yes
P00328,2023-07-25,Canada,VIP,Active,Table Games,Bank Transfer,2024-12-19,Yes
P00329,2024-08-12,Canada,Regular,Dormant,Table Games,Crypto,2024-09-01,Yes
P00330,2023-07-24,Malta,VIP,Active,Poker,Credit Card,2024-12-25,No
P00331,2024-12-26,Brazil,Casual,Active,Slots,Crypto,2024-12-29,Yes
P00332,2023-11-07,Malta,Casual,Active,Sports Betting,Crypto,2024-12-27,Yes
P00333,2024-05-05,Finland,Whale,Active,Sports Betting,Credit Card,2024-12-25,No
P00334,2024-07-03,Germany,Casual,Inactive,Live Casino,Bank Transfer,2024-07-24,Yes
P00335,2024-07-30,India,Regular,Dormant,Sports Betting,Credit Card,2024-09-19,Yes
P00336,2024-06-06,Nigeria,Casual,Self-Excluded,Poker,E-Wallet,2024-10-26,Yes
P00337,2024-11-26,Malta,Casual,Inactive,Table Games,Credit Card,2024-11-30,Yes
P00338,2023-03-29,Malta,Casual,Active,Table Games,Bank Transfer,2024-12-28,Yes
P00339,2024-06-17,Germany,Regular,Inactive,Sports Betting,Crypto,2024-10-16,Yes
P00340,2024-12-28,India,Casual,Active,Slots,E-Wallet,2024-12-30,No
P00341,2024-06-12,India,Regular,Active,Poker,Crypto,2024-12-19,No
P00342,2024-02-19,Canada,Casual,Inactive,Sports Betting,Credit Card,2024-05-24,Yes
P00343,2024-04-05,UK,VIP,Active,Live Casino,E-Wallet,2024-12-23,Yes
P00344,2023-03-06,Malta,Regular,Inactive,Table Games,Bank Transfer,2024-09-05,Yes
P00345,2024-11-17,Finland,Casual,Dormant,Table Games,Crypto,2024-11-17,Yes
P00346,2023-12-23,Nigeria,Regular,Inactive,Live Casino,Bank Transfer,2024-08-13,No
P00347,2024-11-19,Cyprus,Regular,Active,Table Games,Credit Card,2024-12-18,Yes
P00348,2024-06-07,Malta,Regular,Inactive,Poker,Crypto,2024-11-06,Yes
P00349,2024-07-04,Finland,Casual,Self-Excluded,Live Casino,Crypto,2024-08-17,Yes
P00350,2024-04-06,India,Casual,Inactive,Slots,Crypto,2024-11-13,Yes
P00351,2024-07-29,Canada,VIP,Active,Sports Betting,Crypto,2024-12-24,Yes
P00352,2023-06-21,Cyprus,Casual,Active,Table Games,Credit Card,2024-12-17,Yes
P00353,2023-06-22,Sweden,Regular,Dormant,Poker,Credit Card,2024-04-06,Yes
P00354,2024-07-10,Finland,Casual,Dormant,Slots,Crypto,2024-08-25,Yes
P00355,2023-04-15,Brazil,Whale,Inactive,Slots,Crypto,2023-12-24,Yes
P00356,2023-03-31,Cyprus,VIP,Active,Live Casino,Bank Transfer,2024-12-18,No
P00357,2024-03-14,Cyprus,Regular,Active,Live Casino,Credit Card,2024-12-19,Yes
P00358,2024-09-03,Brazil,Regular,Inactive,Table Games,Bank Transfer,2024-10-14,No
P00359,2024-11-26,Malta,Regular,Dormant,Sports Betting,Credit Card,2024-11-26,No
P00360,2023-05-10,Cyprus,VIP,Inactive,Live Casino,Bank Transfer,2023-09-22,No
P00361,2024-11-23,Nigeria,Regular,Inactive,Table Games,Crypto,2024-11-25,Yes
P00362,2023-04-06,India,Casual,Inactive,Sports Betting,Crypto,2024-01-15,Yes
P00363,2023-04-06,India,Casual,Self-Excluded,Slots,Crypto,2024-07-18,Yes
P00364,2023-08-05,Brazil,Casual,Inactive,Table Games,E-Wallet,2024-01-17,Yes
P00365,2023-12-18,UK,Casual,Dormant,Slots,Crypto,2024-01-11,Yes
P00366,2023-06-11,Canada,VIP,Active,Live Casino,E-Wallet,2024-12-17,No
P00367,2023-10-08,Brazil,Casual,Active,Slots,Bank Transfer,2024-12-22,Yes
P00368,2023-02-23,Cyprus,Regular,Inactive,Sports Betting,Credit Card,2024-01-01,Yes
P00369,2024-05-03,Cyprus,Casual,Active,Poker,Crypto,2024-12-26,Yes
P00370,2023-05-04,Malta,Regular,Dormant,Sports Betting,Credit Card,2024-07-09,Yes
P00371,2023-04-15,Brazil,Casual,Active,Live Casino,Crypto,2024-12-22,No
P00372,2023-05-17,Germany,Regular,Inactive,Poker,Credit Card,2023-10-10,Yes
P00373,2023-12-26,Malta,Casual,Self-Excluded,Sports Betting,Crypto,2024-11-11,No
P00374,2023-04-13,Nigeria,Casual,Active,Sports Betting,Bank Transfer,2024-12-18,No
P00375,2023-05-24,Germany,Casual,Active,Live Casino,Bank Transfer,2024-12-27,No
P00376,2024-11-05,Cyprus,Regular,Dormant,Poker,E-Wallet,2024-11-05,Yes
P00377,2023-02-25,Sweden,Casual,Dormant,Sports Betting,Credit Card,2023-10-28,Yes
P00378,2023-03-14,India,Regular,Inactive,Table Games,E-Wallet,2023-03-26,Yes
P00379,2024-03-06,Malta,VIP,Active,Sports Betting,Credit Card,2024-12-27,Yes
P00380,2023-09-26,UK,Casual,Active,Sports Betting,Bank Transfer,2024-12-31,Yes
P00381,2024-03-01,Germany,Regular,Inactive,Poker,E-Wallet,2024-09-22,Yes
P00382,2024-06-07,Malta,Casual,Dormant,Poker,Bank Transfer,2024-09-18,Yes
P00383,2024-10-27,Brazil,Regular,Self-Excluded,Sports Betting,E-Wallet,2024-10-31,Yes
P00384,2024-03-20,Nigeria,Casual,Active,Slots,Bank Transfer,2024-12-26,Yes
P00385,2023-06-29,Malta,Regular,Active,Slots,E-Wallet,2024-12-28,Yes
P00386,2024-06-13,Brazil,Casual,Dormant,Live Casino,Bank Transfer,2024-09-13,Yes
P00387,2023-10-03,UK,Regular,Self-Excluded,Table Games,Crypto,2023-12-02,Yes
P00388,2024-12-30,Germany,Casual,Dormant,Sports Betting,Crypto,2024-12-30,Yes
P00389,2024-08-03,Brazil,Casual,Active,Slots,Credit Card,2024-12-19,Yes
P00390,2023-02-15,Cyprus,Regular,Dormant,Slots,Crypto,2023-02-27,Yes
P00391,2023-07-03,UK,VIP,Dormant,Poker,Crypto,2024-09-14,Yes
P00392,2023-11-24,Nigeria,Casual,Active,Table Games,Credit Card,2024-12-18,Yes
P00393,2023-07-03,UK,VIP,Active,Sports Betting,Credit Card,2024-12-25,No
P00394,2023-11-15,Sweden,VIP,Active,Slots,Bank Transfer,2024-12-25,Yes
P00395,2023-11-08,Sweden,Regular,Self-Excluded,Table Games,Crypto,2024-03-11,No
P00396,2024-07-13,Malta,Regular,Dormant,Slots,Crypto,2024-08-13,Yes
P00397,2024-10-13,UK,Regular,Dormant,Table Games,Credit Card,2024-10-13,No
P00398,2023-11-11,Cyprus,Casual,Active,Sports Betting,Crypto,2024-12-25,No
P00399,2023-05-26,UK,Whale,Inactive,Live Casino,Crypto,2023-08-29,Yes
P00400,2023-03-28,Malta,Casual,Inactive,Sports Betting,Credit Card,2024-08-26,Yes
P00401,2024-11-09,Cyprus,Casual,Dormant,Table Games,Bank Transfer,2024-11-09,No
P00402,2024-02-07,India,VIP,Inactive,Sports Betting,Bank Transfer,2024-07-23,Yes
P00403,2023-05-20,Malta,VIP,Inactive,Slots,E-Wallet,2023-09-08,Yes
P00404,2023-05-04,Sweden,Casual,Inactive,Table Games,Crypto,2023-12-02,Yes
P00405,2023-06-11,Nigeria,Casual,Dormant,Slots,E-Wallet,2023-11-13,No
P00406,2023-04-04,Canada,Casual,Self-Excluded,Poker,Credit Card,2024-04-02,Yes
P00407,2023-06-28,Sweden,Casual,Active,Poker,E-Wallet,2024-12-23,Yes
P00408,2023-05-24,Cyprus,Casual,Active,Live Casino,E-Wallet,2024-12-17,No
P00409,2024-10-07,Germany,Casual,Dormant,Poker,Bank Transfer,2024-10-07,No
P00410,2023-03-08,Sweden,Casual,Active,Live Casino,Credit Card,2024-12-27,No
P00411,2023-12-06,UK,VIP,Active,Live Casino,Crypto,2024-12-24,No
P00412,2023-01-31,Malta,Casual,Inactive,Table Games,E-Wallet,2024-04-11,No
P00413,2024-04-01,Nigeria,Casual,Dormant,Poker,E-Wallet,2024-04-09,Yes
P00414,2024-07-17,Brazil,Casual,Inactive,Sports Betting,E-Wallet,2024-08-08,Yes
P00415,2024-06-22,Finland,Regular,Active,Slots,Crypto,2024-12-29,No
P00416,2024-07-11,Nigeria,Casual,Dormant,Poker,Bank Transfer,2024-08-24,Yes
P00417,2023-11-23,Brazil,Casual,Inactive,Slots,Crypto,2023-12-08,Yes
P00418,2023-08-27,Cyprus,Regular,Dormant,Live Casino,Bank Transfer,2023-10-17,Yes
P00419,2023-02-27,Nigeria,Regular,Dormant,Sports Betting,Bank Transfer,2023-10-09,No
P00420,2023-06-27,India,Whale,Active,Table Games,Credit Card,2024-12-26,Yes
P00421,2024-08-04,Cyprus,Casual,Inactive,Sports Betting,Bank Transfer,2024-10-15,Yes
P00422,2023-02-27,UK,Casual,Active,Poker,Crypto,2024-12-20,Yes
P00423,2023-07-26,Malta,VIP,Self-Excluded,Table Games,Credit Card,2024-01-16,Yes
P00424,2023-05-26,Finland,Regular,Dormant,Table Games,Credit Card,2024-08-01,Yes
P00425,2024-02-10,Brazil,VIP,Active,Table Games,E-Wallet,2024-12-22,No
P00426,2024-03-23,India,Regular,Dormant,Live Casino,Bank Transfer,2024-07-25,Yes
P00427,2023-06-29,Malta,Regular,Inactive,Live Casino,Credit Card,2024-04-25,No
P00428,2024-02-05,Nigeria,VIP,Dormant,Slots,E-Wallet,2024-08-20,Yes
P00429,2024-09-18,Germany,VIP,Active,Sports Betting,E-Wallet,2024-12-26,Yes
P00430,2023-12-22,Germany,Casual,Dormant,Table Games,Crypto,2024-03-16,Yes
P00431,2024-12-10,Germany,Casual,Active,Slots,Credit Card,2024-12-21,Yes
P00432,2023-06-20,Canada,Regular,Dormant,Table Games,Crypto,2024-02-27,Yes
P00433,2024-08-14,Cyprus,Casual,Self-Excluded,Live Casino,Crypto,2024-11-09,Yes
P00434,2023-10-29,Germany,VIP,Active,Slots,Bank Transfer,2024-12-21,Yes
P00435,2023-03-18,India,Casual,Inactive,Poker,Crypto,2023-06-21,Yes
P00436,2024-10-31,Canada,Casual,Active,Live Casino,Credit Card,2024-12-31,Yes
P00437,2023-07-14,Finland,Casual,Inactive,Table Games,Bank Transfer,2024-04-22,Yes
P00438,2024-02-07,Malta,Casual,Inactive,Slots,Bank Transfer,2024-10-15,Yes
P00439,2024-11-08,Cyprus,Casual,Inactive,Slots,Credit Card,2024-11-23,Yes
P00440,2023-03-25,Brazil,Regular,Inactive,Sports Betting,Crypto,2023-07-21,Yes
P00441,2023-04-04,Malta,Regular,Inactive,Table Games,Crypto,2024-05-04,Yes
P00442,2023-09-27,Cyprus,Casual,Inactive,Table Games,Credit Card,2024-02-08,Yes
P00443,2023-04-10,Finland,Regular,Active,Sports Betting,E-Wallet,2024-12-22,Yes
P00444,2024-06-19,Sweden,VIP,Active,Poker,E-Wallet,2024-12-25,Yes
P00445,2023-02-05,Nigeria,Casual,Inactive,Poker,E-Wallet,2024-07-18,Yes
P00446,2023-06-27,Cyprus,Regular,Dormant,Live Casino,E-Wallet,2023-09-20,Yes
P00447,2024-11-30,Nigeria,Casual,Inactive,Table Games,Bank Transfer,2024-11-30,No
P00448,2023-03-10,Canada,VIP,Active,Poker,Bank Transfer,2024-12-25,No
P00449,2023-01-13,Finland,Regular,Dormant,Sports Betting,Credit Card,2024-09-05,Yes
P00450,2024-08-25,Germany,Casual,Inactive,Poker,Credit Card,2024-09-06,No
P00451,2023-12-19,Canada,VIP,Dormant,Sports Betting,Crypto,2024-05-02,Yes
P00452,2023-05-28,UK,Casual,Inactive,Sports Betting,Bank Transfer,2024-07-12,Yes
P00453,2024-05-01,UK,Casual,Dormant,Table Games,Bank Transfer,2024-08-04,Yes
P00454,2024-12-13,Cyprus,VIP,Inactive,Live Casino,Bank Transfer,2024-12-13,No
P00455,2023-11-25,Nigeria,Casual,Active,Slots,E-Wallet,2024-12-23,Yes
P00456,2024-02-21,India,VIP,Inactive,Slots,E-Wallet,2024-11-11,Yes
P00457,2024-02-18,Finland,Regular,Active,Poker,Credit Card,2024-12-30,Yes
P00458,2023-07-25,UK,VIP,Self-Excluded,Sports Betting,Credit Card,2023-11-29,No
P00459,2023-10-08,Finland,Regular,Inactive,Sports Betting,Credit Card,2024-06-01,Yes
P00460,2024-05-15,Sweden,Casual,Inactive,Poker,Bank Transfer,2024-06-29,Yes
P00461,2023-09-22,Germany,VIP,Inactive,Table Games,Credit Card,2024-09-08,Yes
P00462,2024-08-08,Cyprus,Casual,Dormant,Live Casino,E-Wallet,2024-08-21,Yes
P00463,2023-01-21,Sweden,Casual,Dormant,Live Casino,E-Wallet,2023-01-30,Yes
P00464,2023-09-16,Brazil,Casual,Inactive,Sports Betting,Crypto,2024-02-19,No
P00465,2023-08-12,Finland,Casual,Inactive,Poker,Crypto,2024-07-23,Yes
P00466,2024-11-09,India,Casual,Dormant,Poker,Bank Transfer,2024-11-09,Yes
P00467,2023-03-07,India,Casual,Active,Table Games,Bank Transfer,2024-12-21,Yes
P00468,2024-10-29,Finland,Whale,Active,Live Casino,Credit Card,2024-12-19,No
P00469,2024-09-06,Malta,VIP,Active,Slots,Crypto,2024-12-22,No
P00470,2024-03-04,Nigeria,Casual,Inactive,Poker,E-Wallet,2024-03-22,Yes
P00471,2024-12-03,Sweden,Regular,Inactive,Table Games,Bank Transfer,2024-12-03,No
P00472,2024-07-25,Sweden,VIP,Active,Live Casino,Bank Transfer,2024-12-18,Yes
P00473,2023-07-07,Germany,Regular,Dormant,Live Casino,Bank Transfer,2023-12-25,Yes
P00474,2024-03-06,India,VIP,Inactive,Table Games,Bank Transfer,2024-08-22,Yes
P00475,2023-02-24,Sweden,Casual,Dormant,Live Casino,Credit Card,2023-05-07,No
P00476,2023-11-02,Malta,Casual,Inactive,Live Casino,Bank Transfer,2024-01-18,Yes
P00477,2024-04-13,Malta,Regular,Active,Slots,Crypto,2024-12-30,Yes
P00478,2023-11-17,Sweden,Whale,Inactive,Table Games,E-Wallet,2023-11-19,No
P00479,2023-06-12,Malta,Casual,Inactive,Poker,Crypto,2023-09-10,Yes
P00480,2024-05-03,Finland,Casual,Inactive,Live Casino,Bank Transfer,2024-05-12,No
P00481,2024-06-27,UK,VIP,Active,Live Casino,E-Wallet,2024-12-27,Yes
P00482,2023-05-13,Nigeria,Casual,Active,Table Games,E-Wallet,2024-12-25,Yes
P00483,2023-10-25,Nigeria,Casual,Inactive,Poker,Bank Transfer,2024-07-17,Yes
P00484,2023-05-18,Sweden,Regular,Active,Table Games,E-Wallet,2024-12-31,Yes
P00485,2024-02-18,Malta,VIP,Active,Live Casino,Credit Card,2024-12-20,Yes
P00486,2024-01-11,Canada,Casual,Self-Excluded,Table Games,Credit Card,2024-01-30,Yes
P00487,2023-04-21,UK,Casual,Self-Excluded,Slots,Crypto,2023-05-11,Yes
P00488,2023-09-16,Cyprus,Casual,Inactive,Slots,Bank Transfer,2023-12-03,Yes
P00489,2024-06-16,Malta,Casual,Active,Sports Betting,Credit Card,2024-12-26,Yes
P00490,2023-10-17,Sweden,Regular,Active,Live Casino,E-Wallet,2024-12-18,No
P00491,2023-07-26,Brazil,VIP,Active,Live Casino,Credit Card,2024-12-23,Yes
P00492,2024-12-05,India,VIP,Dormant,Live Casino,Credit Card,2024-12-05,Yes
P00493,2023-04-24,Malta,Casual,Dormant,Slots,Credit Card,2024-09-10,Yes
P00494,2023-09-20,Brazil,Casual,Inactive,Table Games,Crypto,2024-05-10,Yes
P00495,2023-02-10,India,VIP,Dormant,Sports Betting,Credit Card,2024-02-13,Yes
P00496,2023-02-16,Malta,Regular,Active,Table Games,Bank Transfer,2024-12-19,No
P00497,2023-10-02,India,Whale,Dormant,Table Games,E-Wallet,2023-11-18,Yes
P00498,2024-04-12,Sweden,Casual,Active,Sports Betting,E-Wallet,2024-12-23,Yes
P00499,2023-03-02,Germany,Regular,Dormant,Sports Betting,Crypto,2023-08-12,No
P00500,2023-07-05,Nigeria,Regular,Inactive,Slots,E-Wallet,2024-07-06,Yes
P00501,2024-02-26,Brazil,Casual,Inactive,Table Games,Credit Card,2024-03-29,Yes
P00502,2024-08-13,India,Regular,Self-Excluded,Poker,Credit Card,2024-09-10,Yes
P00503,2024-05-08,Canada,Regular,Active,Live Casino,Credit Card,2024-12-27,Yes
P00504,2024-06-01,Malta,VIP,Self-Excluded,Slots,Crypto,2024-10-05,Yes
P00505,2023-10-12,Finland,Casual,Active,Sports Betting,Crypto,2024-12-20,No
P00506,2024-03-30,Germany,Casual,Dormant,Sports Betting,Crypto,2024-07-22,Yes
P00507,2024-10-31,Canada,Whale,Active,Slots,Credit Card,2024-12-23,No
P00508,2024-09-25,Finland,Regular,Inactive,Live Casino,Crypto,2024-11-29,No
P00509,2023-02-25,India,Casual,Dormant,Poker,Crypto,2024-06-04,Yes
P00510,2024-04-08,Cyprus,Casual,Active,Slots,Bank Transfer,2024-12-29,Yes
P00511,2023-10-26,Germany,Regular,Inactive,Slots,E-Wallet,2024-05-04,Yes
P00512,2024-02-24,Cyprus,VIP,Active,Live Casino,Credit Card,2024-12-26,No
P00513,2024-04-13,India,Casual,Dormant,Slots,Crypto,2024-05-31,Yes
P00514,2024-11-19,Sweden,Regular,Inactive,Sports Betting,E-Wallet,2024-12-01,No
P00515,2023-02-19,Nigeria,Casual,Inactive,Sports Betting,E-Wallet,2024-05-07,Yes
P00516,2023-05-12,Nigeria,Casual,Active,Poker,Bank Transfer,2024-12-27,Yes
P00517,2024-09-15,Brazil,Casual,Dormant,Sports Betting,Bank Transfer,2024-09-22,No
P00518,2023-05-17,Finland,Casual,Active,Table Games,Bank Transfer,2024-12-26,Yes
P00519,2024-10-09,Nigeria,VIP,Active,Table Games,Bank Transfer,2024-12-20,No
P00520,2024-12-28,Malta,Casual,Self-Excluded,Poker,Bank Transfer,2024-12-28,Yes
P00521,2024-07-29,Canada,Regular,Inactive,Poker,Bank Transfer,2024-10-10,No
P00522,2023-01-14,Canada,Casual,Inactive,Live Casino,Credit Card,2023-02-08,Yes
P00523,2023-06-14,Brazil,Casual,Dormant,Live Casino,Credit Card,2024-05-28,Yes
P00524,2024-07-08,Sweden,Casual,Active,Slots,E-Wallet,2024-12-30,Yes
P00525,2023-09-01,Brazil,Regular,Inactive,Slots,Crypto,2024-10-12,Yes
P00526,2024-12-02,UK,Whale,Active,Slots,Bank Transfer,2024-12-25,Yes
P00527,2024-03-29,India,VIP,Self-Excluded,Poker,E-Wallet,2024-11-17,No
P00528,2023-10-29,Germany,Whale,Active,Live Casino,E-Wallet,2024-12-27,Yes
P00529,2023-02-11,Brazil,Casual,Inactive,Live Casino,E-Wallet,2024-09-02,Yes
P00530,2023-12-05,UK,Casual,Inactive,Live Casino,Bank Transfer,2024-02-22,Yes
P00531,2024-10-02,Brazil,Regular,Inactive,Sports Betting,Bank Transfer,2024-11-13,Yes
P00532,2024-06-22,Finland,Regular,Active,Slots,E-Wallet,2024-12-19,Yes
P00533,2023-04-05,Cyprus,Regular,Active,Table Games,Bank Transfer,2024-12-31,Yes
P00534,2024-09-25,Germany,Casual,Inactive,Table Games,Crypto,2024-09-26,Yes
P00535,2024-09-28,India,Regular,Active,Sports Betting,Credit Card,2024-12-17,Yes
P00536,2023-10-17,India,Regular,Active,Poker,Crypto,2024-12-25,Yes
P00537,2024-10-29,Germany,Casual,Active,Slots,E-Wallet,2024-12-25,No
P00538,2024-06-30,Cyprus,Regular,Active,Live Casino,Crypto,2024-12-18,No
P00539,2024-12-20,Canada,Casual,Dormant,Slots,E-Wallet,2024-12-20,Yes
P00540,2023-02-08,Malta,Regular,Active,Table Games,Credit Card,2024-12-17,Yes
P00541,2023-09-22,Canada,Casual,Inactive,Sports Betting,Bank Transfer,2024-05-09,Yes
P00542,2024-07-01,Nigeria,Regular,Active,Slots,Credit Card,2024-12-28,Yes
P00543,2024-05-29,Brazil,Casual,Active,Poker,Credit Card,2024-12-29,Yes
P00544,2024-01-26,UK,VIP,Active,Sports Betting,E-Wallet,2024-12-27,Yes
P00545,2024-02-05,Finland,Casual,Dormant,Table Games,E-Wallet,2024-09-09,Yes
P00546,2024-10-25,Finland,VIP,Active,Poker,E-Wallet,2024-12-17,Yes
P00547,2024-09-02,Germany,Casual,Inactive,Table Games,E-Wallet,2024-11-11,Yes
P00548,2023-12-19,Finland,VIP,Active,Live Casino,E-Wallet,2024-12-31,Yes
P00549,2023-09-16,Nigeria,Regular,Active,Slots,Crypto,2024-12-19,Yes
P00550,2024-11-18,Cyprus,Casual,Active,Poker,Crypto,2024-12-18,No
P00551,2024-11-18,Brazil,Casual,Self-Excluded,Poker,Credit Card,2024-11-19,No
P00552,2024-04-06,Brazil,Casual,Active,Poker,E-Wallet,2024-12-27,Yes
P00553,2023-11-20,UK,Casual,Dormant,Table Games,E-Wallet,2024-02-14,No
P00554,2024-10-18,Malta,Regular,Inactive,Table Games,Crypto,2024-11-10,Yes
P00555,2023-11-09,Malta,Casual,Inactive,Poker,Credit Card,2024-01-03,No
P00556,2023-05-24,Brazil,VIP,Dormant,Slots,Credit Card,2023-09-01,No
P00557,2024-10-08,Nigeria,VIP,Active,Sports Betting,E-Wallet,2024-12-26,No
P00558,2024-07-10,Sweden,Regular,Dormant,Live Casino,Bank Transfer,2024-09-17,Yes
P00559,2024-08-26,Malta,VIP,Inactive,Sports Betting,Credit Card,2024-10-02,Yes
P00560,2024-11-09,Nigeria,Regular,Active,Live Casino,E-Wallet,2024-12-29,Yes
P00561,2024-08-02,Sweden,Casual,Self-Excluded,Table Games,Credit Card,2024-08-20,Yes
P00562,2023-03-06,UK,Casual,Active,Live Casino,Bank Transfer,2024-12-20,Yes
P00563,2023-02-17,India,VIP,Active,Slots,Bank Transfer,2024-12-27,No
P00564,2024-07-11,Canada,Casual,Inactive,Table Games,Credit Card,2024-10-15,Yes
P00565,2023-08-17,India,Casual,Inactive,Sports Betting,Crypto,2024-02-13,No
P00566,2023-05-23,Germany,Casual,Inactive,Poker,Bank Transfer,2024-01-13,Yes
P00567,2024-01-06,Cyprus,Casual,Inactive,Sports Betting,Bank Transfer,2024-03-06,Yes
P00568,2024-05-05,Malta,Casual,Inactive,Sports Betting,Credit Card,2024-10-03,Yes
P00569,2024-08-29,Finland,Casual,Active,Slots,E-Wallet,2024-12-27,Yes
P00570,2023-07-04,Nigeria,Casual,Inactive,Poker,Credit Card,2024-08-22,No
P00571,2023-10-18,Sweden,Regular,Dormant,Poker,Crypto,2024-02-05,No
P00572,2024-02-25,Nigeria,Casual,Inactive,Poker,Bank Transfer,2024-05-28,Yes
P00573,2024-04-09,Cyprus,Regular,Inactive,Sports Betting,Crypto,2024-04-26,Yes
P00574,2024-06-19,Canada,Casual,Dormant,Live Casino,Credit Card,2024-08-22,Yes
P00575,2024-09-06,Finland,VIP,Active,Poker,Credit Card,2024-12-29,Yes
P00576,2024-09-09,Canada,Regular,Inactive,Poker,Crypto,2024-09-09,Yes
P00577,2024-06-26,Canada,Casual,Inactive,Table Games,Credit Card,2024-10-27,Yes
P00578,2023-08-27,Brazil,Casual,Dormant,Poker,Crypto,2023-10-08,Yes
P00579,2023-01-08,Finland,Casual,Inactive,Slots,Crypto,2023-05-08,Yes
P00580,2023-11-20,Malta,Regular,Inactive,Sports Betting,Bank Transfer,2024-01-13,Yes
P00581,2024-08-01,Canada,Regular,Inactive,Live Casino,Crypto,2024-09-05,Yes
P00582,2023-07-03,Brazil,Regular,Inactive,Table Games,Bank Transfer,2024-11-09,No
P00583,2023-05-22,Germany,Casual,Dormant,Live Casino,Crypto,2024-04-23,No
P00584,2023-04-13,India,VIP,Active,Poker,Credit Card,2024-12-23,Yes
P00585,2023-01-06,Sweden,Whale,Self-Excluded,Poker,Crypto,2023-06-03,Yes
P00586,2024-01-15,Canada,Casual,Active,Sports Betting,Bank Transfer,2024-12-17,Yes
P00587,2023-06-29,UK,Regular,Inactive,Live Casino,Bank Transfer,2024-09-20,Yes
P00588,2024-06-06,Nigeria,Regular,Inactive,Live Casino,Credit Card,2024-08-04,Yes
P00589,2023-06-11,Canada,Regular,Active,Table Games,Crypto,2024-12-21,Yes
P00590,2023-01-16,Germany,Casual,Self-Excluded,Poker,Bank Transfer,2023-03-27,Yes
P00591,2024-08-19,Brazil,Regular,Active,Live Casino,E-Wallet,2024-12-30,Yes
P00592,2023-01-05,Finland,Casual,Active,Slots,Credit Card,2024-12-23,Yes
P00593,2023-04-30,Finland,Casual,Dormant,Poker,Bank Transfer,2024-01-18,Yes
P00594,2024-07-30,India,Whale,Active,Sports Betting,Crypto,2024-12-20,No
P00595,2024-05-08,Canada,VIP,Active,Live Casino,E-Wallet,2024-12-18,No
P00596,2023-12-28,Brazil,Casual,Inactive,Live Casino,Bank Transfer,2024-01-01,Yes
P00597,2023-12-17,Malta,Regular,Active,Sports Betting,Bank Transfer,2024-12-31,Yes
P00598,2023-10-03,Cyprus,VIP,Active,Sports Betting,E-Wallet,2024-12-28,Yes
P00599,2023-09-29,Cyprus,Casual,Active,Poker,Bank Transfer,2024-12-20,Yes
P00600,2023-03-22,Nigeria,Casual,Self-Excluded,Slots,Credit Card,2024-08-07,No
P00601,2023-11-19,Brazil,Casual,Inactive,Sports Betting,E-Wallet,2024-09-08,No
P00602,2023-10-14,Nigeria,VIP,Active,Live Casino,Credit Card,2024-12-29,Yes
P00603,2024-07-07,Canada,Casual,Active,Live Casino,Crypto,2024-12-22,No
P00604,2024-04-16,UK,Regular,Active,Live Casino,Crypto,2024-12-17,Yes
