bonus_id,player_id,bonus_type,bonus_date,bonus_amount,wagering_requirement,wagering_met,bonus_cost
B000928,P00272,Welcome Bonus,2024-12-21,48.59,30,No,14.3
B000929,P00272,VIP Reload,2024-12-22,278.53,25,No,0
B000930,P00272,Deposit Match,2024-12-23,269.88,20,No,0
B000931,P00272,VIP Reload,2024-12-25,405.94,25,No,0
B000932,P00273,Welcome Bonus,2023-05-17,50.82,30,No,27.47
B000933,P00274,Welcome Bonus,2024-07-04,69.36,20,No,51.16
B000934,P00274,Welcome Bonus,2024-12-26,363.85,15,No,0
B000935,P00274,No Deposit,2024-12-18,298.66,35,No,0
B000936,P00274,Free Spins,2024-09-02,414.89,40,No,0
B000937,P00274,Welcome Bonus,2024-11-15,166.34,20,No,0
B000938,P00275,Welcome Bonus,2024-01-06,23.3,35,Yes,54.73
B000939,P00275,Cashback,2024-03-13,436.16,20,Yes,345.55
B000940,P00275,Welcome Bonus,2024-06-01,190.46,15,Yes,78.01
B000941,P00275,Deposit Match,2024-10-16,152.12,35,Yes,63.11
B000942,P00275,Welcome Bonus,2024-12-22,329.73,35,Yes,223.66
B000943,P00276,Welcome Bonus,2023-12-02,44.01,30,No,48.17
B000944,P00277,Welcome Bonus,2023-02-26,66.47,30,No,46.56
B000945,P00277,VIP Reload,2023-11-02,408.38,15,No,0
B000946,P00277,VIP Reload,2024-08-08,380.76,25,No,0
B000947,P00277,Cashback,2024-10-02,141.35,35,Yes,95.49
B000948,P00277,Cashback,2024-04-09,164.96,30,No,0
B000949,P00278,Welcome Bonus,2023-11-12,18.51,30,No,47.62
B000950,P00278,Free Spins,2024-02-26,205.16,35,Yes,147.77
B000951,P00278,No Deposit,2024-12-27,139.75,30,No,0
B000952,P00279,Welcome Bonus,2023-12-19,95.79,30,No,33.45
B000953,P00279,Deposit Match,2024-03-15,195.35,40,No,0
B000954,P00280,Welcome Bonus,2023-05-19,61.43,25,Yes,22.57
B000955,P00281,Welcome Bonus,2024-01-22,53.45,35,No,28.94
B000956,P00281,VIP Reload,2024-11-29,269.41,20,Yes,145.75
B000957,P00281,Deposit Match,2024-06-13,406.09,20,No,0
B000958,P00281,Welcome Bonus,2024-07-06,25.3,15,Yes,9.76
B000959,P00281,Cashback,2024-09-19,162.88,30,Yes,127.4
B000960,P00281,No Deposit,2024-03-22,108.32,40,Yes,57.67
B000961,P00281,Free Spins,2024-11-13,174.86,30,Yes,124.76
B000962,P00282,Welcome Bonus,2024-02-07,60.63,30,No,30.94
B000963,P00282,No Deposit,2024-02-28,489.41,30,No,0
B000964,P00282,No Deposit,2024-05-07,48.51,20,No,0
B000965,P00282,Deposit Match,2024-03-05,167.29,40,Yes,84.65
B000966,P00282,No Deposit,2024-11-09,241.76,40,Yes,95.33
B000967,P00282,Deposit Match,2024-10-21,388.02,35,No,0
B000968,P00282,Deposit Match,2024-08-28,218.84,25,Yes,67.89
B000969,P00282,Cashback,2024-04-04,397.6,25,No,0
B000970,P00282,Free Spins,2024-11-23,105.52,35,Yes,83.44
B000971,P00282,Free Spins,2024-08-02,115.42,40,No,0
B000972,P00282,No Deposit,2024-09-03,70.45,40,Yes,35.09
B000973,P00283,Welcome Bonus,2024-07-11,32.08,20,Yes,5.71
B000974,P00283,No Deposit,2024-08-13,150.45,40,No,0
B000975,P00284,Welcome Bonus,2023-04-26,76.08,30,No,52.84
B000976,P00285,Welcome Bonus,2024-08-31,70.16,25,No,43.19
B000977,P00285,Deposit Match,2024-09-02,362.24,35,Yes,161.1
B000978,P00286,Welcome Bonus,2023-08-11,29.79,30,Yes,23.03
B000979,P00287,Welcome Bonus,2024-08-12,95.63,25,Yes,58.1
B000980,P00287,Free Spins,2024-09-04,480.28,35,No,0
B000981,P00287,Welcome Bonus,2024-09-06,367.95,25,No,0
B000982,P00287,Cashback,2024-11-13,75.15,25,Yes,59.84
B000983,P00288,Welcome Bonus,2024-06-17,87.72,35,No,13.38
B000984,P00288,Welcome Bonus,2024-09-29,423.6,35,No,0
B000985,P00288,Free Spins,2024-07-16,454.36,40,No,0
B000986,P00288,Cashback,2024-06-21,164.81,20,No,0
B000987,P00288,Free Spins,2024-09-28,375.32,15,Yes,184.91
B000988,P00288,VIP Reload,2024-08-26,230.3,25,No,0
B000989,P00288,VIP Reload,2024-07-16,93.6,15,No,0
B000990,P00288,Cashback,2024-12-19,183.67,35,No,0
B000991,P00288,Cashback,2024-10-25,304.78,25,Yes,147.49
B000992,P00289,Welcome Bonus,2024-05-22,42.04,30,Yes,42.28
B000993,P00290,Welcome Bonus,2023-11-04,29.06,30,No,7.16
B000994,P00291,Welcome Bonus,2024-12-25,65.66,20,No,18.45
B000995,P00291,VIP Reload,2024-12-29,354.95,35,Yes,273.15
B000996,P00292,Welcome Bonus,2023-05-18,77.07,30,No,8.09
B000997,P00292,Welcome Bonus,2023-05-25,143.82,15,Yes,86.27
B000998,P00292,No Deposit,2023-07-04,461.57,15,Yes,171.07
B000999,P00292,Cashback,2023-08-30,96.98,35,No,0
B001000,P00293,Welcome Bonus,2023-04-05,46.84,20,Yes,49.21
B001001,P00293,VIP Reload,2024-02-08,14.38,20,Yes,10.8
B001002,P00293,Welcome Bonus,2024-11-15,322.93,25,No,0
B001003,P00293,Cashback,2023-09-15,109.18,15,Yes,36.11
B001004,P00293,Welcome Bonus,2024-03-10,100.26,15,No,0
B001005,P00293,Free Spins,2024-02-19,138.73,20,No,0
B001006,P00293,No Deposit,2024-03-08,498.61,30,Yes,182.04
B001007,P00293,Deposit Match,2023-12-17,209.5,25,Yes,77.33
B001008,P00294,Welcome Bonus,2023-02-10,39.44,25,No,23.82
B001009,P00294,Cashback,2023-09-07,164.03,30,No,0
B001010,P00294,No Deposit,2023-06-30,19.44,15,Yes,7.45
B001011,P00294,Free Spins,2023-03-27,167.81,35,No,0
B001012,P00295,Welcome Bonus,2023-12-07,16.97,25,Yes,53.88
B001013,P00295,Deposit Match,2024-11-30,177.46,25,No,0
B001014,P00295,Welcome Bonus,2023-12-09,23.35,20,No,0
B001015,P00295,No Deposit,2024-02-05,43.75,30,No,0
B001016,P00295,Deposit Match,2024-08-27,413.5,30,No,0
B001017,P00295,Free Spins,2023-12-21,291.81,30,Yes,114.42
B001018,P00295,No Deposit,2024-12-09,163.21,20,No,0
B001019,P00295,Cashback,2024-05-17,244.17,30,Yes,183.21
B001020,P00295,VIP Reload,2024-04-12,150.48,30,No,0
B001021,P00295,Cashback,2024-12-21,85.88,35,Yes,59.97
B001022,P00296,Welcome Bonus,2024-05-05,96.09,30,No,6.98
B001023,P00296,Free Spins,2024-05-24,215.8,20,Yes,98.51
B001024,P00297,Welcome Bonus,2024-06-30,26.52,20,No,59.6
B001025,P00298,Welcome Bonus,2024-04-25,56.38,25,No,51.39
B001026,P00298,Cashback,2024-08-25,352.11,20,No,0
B001027,P00298,Welcome Bonus,2024-08-07,40.91,35,No,0
B001028,P00298,Deposit Match,2024-10-24,386.83,20,No,0
B001029,P00298,No Deposit,2024-05-21,272.64,40,No,0
B001030,P00298,Free Spins,2024-05-13,373.27,25,No,0
B001031,P00298,Cashback,2024-05-05,449.82,25,Yes,305.24
B001032,P00299,Welcome Bonus,2023-08-15,32.4,20,Yes,44.41
B001033,P00299,No Deposit,2023-12-05,491.26,40,Yes,226.09
B001034,P00299,VIP Reload,2024-04-02,415.69,20,Yes,247.51
B001035,P00299,Welcome Bonus,2024-03-08,374.39,40,No,0
B001036,P00300,Welcome Bonus,2023-08-24,59.67,20,Yes,5.52
B001037,P00301,Welcome Bonus,2024-10-19,73.88,30,Yes,54.44
B001038,P00301,Deposit Match,2024-12-24,127.96,15,Yes,41.03
B001039,P00301,Deposit Match,2024-12-14,421.39,25,No,0
B001040,P00301,Welcome Bonus,2024-11-25,315.26,20,No,0
B001041,P00302,Welcome Bonus,2023-07-08,84.49,30,No,30.98
B001042,P00302,VIP Reload,2024-12-23,115.18,40,No,0
B001043,P00302,Free Spins,2023-11-14,485.12,20,No,0
B001044,P00302,Deposit Match,2024-10-26,419.85,20,No,0
B001045,P00303,Welcome Bonus,2024-11-15,33.01,20,No,37.98
B001046,P00303,Deposit Match,2024-12-21,333.41,40,No,0
B001047,P00304,Welcome Bonus,2023-08-12,28.19,20,Yes,43.55
B001048,P00304,Deposit Match,2024-06-15,21.04,25,Yes,10.5
B001049,P00305,Welcome Bonus,2024-06-28,27.88,30,Yes,36.56
B001050,P00305,Cashback,2024-08-10,265.43,30,No,0
B001051,P00306,Welcome Bonus,2024-05-29,17.85,30,No,59.0
B001052,P00306,Cashback,2024-08-24,197.38,15,Yes,122.56
B001053,P00307,Welcome Bonus,2023-09-04,45.99,25,Yes,42.03
B001054,P00307,Free Spins,2024-03-16,462.59,15,No,0
B001055,P00307,VIP Reload,2024-03-13,446.17,35,Yes,314.91
B001056,P00307,Cashback,2023-12-28,348.8,35,No,0
B001057,P00308,Welcome Bonus,2024-02-20,51.83,25,No,43.54
B001058,P00308,Welcome Bonus,2024-10-20,445.09,30,No,0
B001059,P00309,Welcome Bonus,2023-02-02,81.01,25,Yes,45.48
B001060,P00309,Free Spins,2023-11-29,256.53,40,Yes,110.22
B001061,P00309,Cashback,2024-12-06,110.27,20,No,0
B001062,P00309,Welcome Bonus,2023-03-06,481.4,15,Yes,300.75
B001063,P00309,Deposit Match,2023-03-30,377.46,30,Yes,180.38
B001064,P00309,Free Spins,2023-02-09,301.04,25,Yes,232.78
B001065,P00309,Deposit Match,2024-06-27,174.07,25,No,0
B001066,P00309,Deposit Match,2024-11-14,201.61,40,No,0
B001067,P00309,Cashback,2023-11-28,382.63,20,No,0
B001068,P00309,Cashback,2024-09-18,322.51,25,No,0
B001069,P00310,Welcome Bonus,2023-06-25,13.77,35,Yes,14.92
B001070,P00310,Deposit Match,2023-07-03,269.73,20,No,0
B001071,P00311,Welcome Bonus,2023-08-24,46.38,30,No,10.14
B001072,P00311,No Deposit,2023-12-13,231.78,35,Yes,145.46
B001073,P00311,No Deposit,2023-10-13,392.34,35,Yes,209.46
B001074,P00311,VIP Reload,2024-04-23,16.56,25,No,0
B001075,P00311,Deposit Match,2024-04-02,93.61,30,No,0
B001076,P00312,Welcome Bonus,2023-10-15,16.12,20,No,16.38
B001077,P00313,Welcome Bonus,2023-05-28,13.95,25,Yes,15.45
B001078,P00314,Welcome Bonus,2024-02-03,47.26,30,No,25.72
B001079,P00314,VIP Reload,2024-05-25,446.56,25,Yes,141.01
B001080,P00315,Welcome Bonus,2023-03-22,71.72,30,No,11.87
B001081,P00315,Deposit Match,2024-01-05,391.77,30,No,0
B001082,P00316,Welcome Bonus,2024-09-11,21.86,20,No,38.81
B001083,P00316,Deposit Match,2024-12-10,426.0,30,No,0
B001084,P00317,Welcome Bonus,2024-04-06,98.58,25,No,36.17
B001085,P00317,Free Spins,2024-07-06,30.19,30,No,0
B001086,P00318,Welcome Bonus,2024-01-25,64.6,30,No,57.66
B001087,P00318,VIP Reload,2024-12-28,489.64,15,Yes,218.76
B001088,P00318,Free Spins,2024-06-11,270.56,30,Yes,131.79
B001089,P00318,Welcome Bonus,2024-05-15,24.73,15,No,0
B001090,P00318,No Deposit,2024-04-05,319.17,40,Yes,159.75
B001091,P00319,Welcome Bonus,2024-12-29,22.3,30,No,38.71
B001092,P00319,Cashback,2024-12-31,135.82,20,No,0
B001093,P00320,Welcome Bonus,2023-11-12,97.22,20,Yes,16.53
B001094,P00320,Welcome Bonus,2024-11-02,15.05,25,No,0
B001095,P00321,Welcome Bonus,2024-07-22,92.8,30,No,51.33
B001096,P00321,Welcome Bonus,2024-11-27,159.69,25,No,0
B001097,P00322,Welcome Bonus,2023-11-29,15.21,35,No,45.55
B001098,P00322,Welcome Bonus,2024-11-22,74.48,40,Yes,46.63
B001099,P00323,Welcome Bonus,2024-07-26,25.7,30,Yes,50.77
B001100,P00323,Free Spins,2024-10-09,335.75,20,No,0
B001101,P00323,Free Spins,2024-12-04,336.61,35,Yes,130.22
B001102,P00324,Welcome Bonus,2023-10-03,81.46,30,Yes,45.38
B001103,P00325,Welcome Bonus,2024-05-10,23.96,35,Yes,34.51
B001104,P00326,Welcome Bonus,2023-04-20,63.24,20,Yes,22.31
B001105,P00326,Welcome Bonus,2023-12-14,12.67,20,Yes,4.41
B001106,P00327,Welcome Bonus,2023-12-09,37.13,20,No,28.07
B001107,P00328,Welcome Bonus,2023-07-25,66.39,25,Yes,11.07
B001108,P00328,Cashback,2024-08-10,461.35,40,No,0
B001109,P00328,Deposit Match,2024-01-02,223.02,20,Yes,109.19
B001110,P00328,Deposit Match,2024-02-27,133.01,30,Yes,102.51
B001111,P00328,Deposit Match,2023-08-29,180.21,35,No,0
B001112,P00328,Welcome Bonus,2024-09-28,293.71,15,Yes,120.67
B001113,P00328,Welcome Bonus,2024-01-19,67.51,15,No,0
B001114,P00328,No Deposit,2024-03-01,34.84,35,No,0
B001115,P00328,VIP Reload,2023-08-05,449.15,30,Yes,357.9
B001116,P00328,No Deposit,2023-10-10,309.6,25,No,0
B001117,P00328,VIP Reload,2023-09-11,241.87,30,Yes,83.98
B001118,P00329,Welcome Bonus,2024-08-12,49.37,35,No,41.38
B001119,P00329,VIP Reload,2024-11-29,402.25,30,Yes,179.95
B001120,P00330,Welcome Bonus,2023-07-24,44.44,25,No,18.69
B001121,P00330,Free Spins,2024-11-13,372.87,30,No,0
B001122,P00330,Deposit Match,2024-11-28,44.67,15,No,0
B001123,P00330,Free Spins,2023-11-05,148.38,15,No,0
B001124,P00330,Cashback,2024-08-14,17.47,25,No,0
B001125,P00330,Welcome Bonus,2023-12-13,158.01,15,Yes,103.87
B001126,P00330,No Deposit,2023-10-03,345.54,20,No,0
B001127,P00330,No Deposit,2023-08-21,22.88,25,No,0
B001128,P00330,Cashback,2024-10-21,28.5,15,Yes,14.68
B001129,P00330,VIP Reload,2024-10-07,336.6,35,Yes,119.86
B001130,P00330,Welcome Bonus,2024-02-11,121.57,25,Yes,93.37
B001131,P00331,Welcome Bonus,2024-12-26,10.08,30,No,27.58
B001132,P00331,No Deposit,2024-12-28,388.19,35,No,0
B001133,P00332,Welcome Bonus,2023-11-07,36.56,25,Yes,22.5
B001134,P00333,Welcome Bonus,2024-05-05,58.63,20,No,41.97
B001135,P00333,Free Spins,2024-10-20,334.95,35,Yes,179.18
B001136,P00333,VIP Reload,2024-06-22,118.3,35,Yes,41.55
B001137,P00333,Cashback,2024-08-15,289.16,20,Yes,188.85
B001138,P00334,Welcome Bonus,2024-07-03,70.84,30,No,49.74
B001139,P00334,VIP Reload,2024-09-05,450.63,30,No,0
B001140,P00335,Welcome Bonus,2024-07-30,25.33,35,Yes,33.14
B001141,P00335,Deposit Match,2024-12-24,417.77,25,No,0
B001142,P00335,VIP Reload,2024-09-10,277.66,15,No,0
B001143,P00336,Welcome Bonus,2024-06-06,26.87,25,No,36.15
B001144,P00336,Cashback,2024-12-17,273.28,15,Yes,190.57
B001145,P00337,Welcome Bonus,2024-11-26,69.17,25,No,50.59
B001146,P00337,Cashback,2024-12-24,305.37,40,Yes,121.14
B001147,P00338,Welcome Bonus,2023-03-29,98.71,25,Yes,31.03
B001148,P00339,Welcome Bonus,2024-06-17,59.92,20,Yes,48.08
B001149,P00339,No Deposit,2024-06-26,428.62,15,Yes,159.19
B001150,P00339,Cashback,2024-12-11,40.62,20,No,0
B001151,P00339,Cashback,2024-07-23,351.47,20,No,0
B001152,P00340,Welcome Bonus,2024-12-28,16.98,20,Yes,30.36
B001153,P00340,Welcome Bonus,2024-12-29,184.01,25,Yes,120.44
B001154,P00341,Welcome Bonus,2024-06-12,49.1,30,Yes,45.63
B001155,P00341,Cashback,2024-12-30,176.31,25,No,0
B001156,P00341,Welcome Bonus,2024-10-11,230.29,15,No,0
B001157,P00342,Welcome Bonus,2024-02-19,90.69,30,No,42.75
B001158,P00342,Free Spins,2024-03-03,214.22,35,Yes,112.6
B001159,P00343,Welcome Bonus,2024-04-05,88.63,25,No,23.4
B001160,P00343,No Deposit,2024-11-28,399.7,35,No,0
B001161,P00343,Cashback,2024-05-23,256.61,30,No,0
B001162,P00343,VIP Reload,2024-06-25,21.72,15,Yes,8.38
B001163,P00343,Cashback,2024-09-23,370.48,35,Yes,231.11
B001164,P00343,VIP Reload,2024-12-24,304.47,40,Yes,122.19
B001165,P00343,Welcome Bonus,2024-12-22,315.02,40,No,0
B001166,P00343,Deposit Match,2024-10-01,327.92,20,No,0
B001167,P00343,Free Spins,2024-07-01,61.87,30,Yes,22.86
B001168,P00343,Cashback,2024-11-06,290.39,30,No,0
B001169,P00344,Welcome Bonus,2023-03-06,81.88,30,No,30.78
B001170,P00344,Welcome Bonus,2024-12-18,66.5,35,No,0
B001171,P00344,Deposit Match,2023-04-27,274.58,30,No,0
B001172,P00344,Deposit Match,2024-10-01,138.32,25,No,0
B001173,P00345,Welcome Bonus,2024-11-17,69.87,35,Yes,52.61
B001174,P00346,Welcome Bonus,2023-12-23,24.88,25,No,34.49
B001175,P00346,Cashback,2024-02-29,411.36,25,Yes,242.72
B001176,P00346,No Deposit,2024-09-15,114.8,20,Yes,68.07
B001177,P00346,Cashback,2024-01-21,399.33,35,Yes,264.72
B001178,P00347,Welcome Bonus,2024-11-19,37.52,35,Yes,7.3
B001179,P00347,Welcome Bonus,2024-11-29,20.02,35,Yes,8.76
B001180,P00347,VIP Reload,2024-12-11,345.71,20,No,0
B001181,P00347,Deposit Match,2024-11-30,294.64,30,Yes,174.08
B001182,P00347,Cashback,2024-12-14,436.22,25,No,0
B001183,P00348,Welcome Bonus,2024-06-07,53.49,30,No,50.82
B001184,P00348,Welcome Bonus,2024-09-08,473.67,25,No,0
B001185,P00349,Welcome Bonus,2024-07-04,44.56,20,Yes,29.24
B001186,P00350,Welcome Bonus,2024-04-06,82.15,30,Yes,14.13
B001187,P00350,VIP Reload,2024-12-05,402.29,15,No,0
B001188,P00351,Welcome Bonus,2024-07-29,26.4,30,No,10.04
B001189,P00351,VIP Reload,2024-10-24,434.95,15,No,0
B001190,P00351,No Deposit,2024-12-20,433.01,35,No,0
B001191,P00351,VIP Reload,2024-10-12,380.77,40,Yes,294.13
B001192,P00351,No Deposit,2024-09-01,10.69,40,Yes,6.63
B001193,P00351,VIP Reload,2024-09-16,101.6,15,No,0
B001194,P00351,Welcome Bonus,2024-11-26,170.19,15,No,0
B001195,P00351,Welcome Bonus,2024-09-18,331.5,30,Yes,250.79
B001196,P00351,VIP Reload,2024-08-12,455.85,15,No,0
B001197,P00352,Welcome Bonus,2023-06-21,50.4,35,No,14.19
B001198,P00352,Free Spins,2023-12-28,238.73,30,No,0
B001199,P00353,Welcome Bonus,2023-06-22,58.65,20,No,38.68
B001200,P00353,VIP Reload,2023-12-30,149.51,30,No,0
B001201,P00353,Free Spins,2024-02-06,164.17,25,No,0
B001202,P00353,No Deposit,2024-10-04,254.51,30,No,0
B001203,P00353,Welcome Bonus,2024-10-24,280.87,15,Yes,197.49
B001204,P00354,Welcome Bonus,2024-07-10,76.98,30,Yes,18.79
B001205,P00354,Deposit Match,2024-09-08,401.47,40,Yes,213.68
B001206,P00355,Welcome Bonus,2023-04-15,65.75,35,No,49.39
B001207,P00355,VIP Reload,2024-05-19,185.88,20,No,0
B001208,P00355,Cashback,2023-07-24,188.05,20,Yes,82.47
B001209,P00355,Welcome Bonus,2023-06-12,297.52,35,No,0
B001210,P00355,Free Spins,2024-09-26,157.98,20,No,0
B001211,P00355,Welcome Bonus,2024-05-29,104.51,20,No,0
B001212,P00355,VIP Reload,2023-12-30,432.43,40,No,0
B001213,P00355,VIP Reload,2024-10-17,109.11,20,No,0
B001214,P00355,Deposit Match,2023-06-23,316.69,40,Yes,141.23
B001215,P00355,Deposit Match,2024-10-22,203.28,15,No,0
B001216,P00356,Welcome Bonus,2023-03-31,28.83,25,Yes,52.98
B001217,P00356,No Deposit,2024-04-27,343.07,35,Yes,247.69
B001218,P00356,VIP Reload,2024-08-23,497.39,15,Yes,177.16
B001219,P00356,Welcome Bonus,2024-12-11,90.35,35,Yes,34.63
B001220,P00356,No Deposit,2024-10-30,174.7,40,Yes,130.74
B001221,P00356,Deposit Match,2024-03-30,258.34,15,No,0
B001222,P00356,Welcome Bonus,2024-09-28,154.3,30,No,0
B001223,P00357,Welcome Bonus,2024-03-14,68.81,30,Yes,6.94
B001224,P00357,Cashback,2024-11-26,35.24,40,No,0
B001225,P00357,Free Spins,2024-06-09,177.02,20,Yes,127.97
B001226,P00357,VIP Reload,2024-10-07,46.31,35,No,0
B001227,P00358,Welcome Bonus,2024-09-03,41.98,25,No,30.53
B001228,P00358,Deposit Match,2024-11-22,65.7,35,No,0
B001229,P00358,Cashback,2024-10-24,21.38,15,Yes,11.97
B001230,P00359,Welcome Bonus,2024-11-26,57.29,30,No,58.92
B001231,P00359,Deposit Match,2024-12-27,405.69,25,Yes,160.69
B001232,P00359,No Deposit,2024-12-02,13.17,25,Yes,7.41
B001233,P00360,Welcome Bonus,2023-05-10,11.02,20,No,19.63
B001234,P00360,No Deposit,2024-08-20,314.77,40,No,0
B001235,P00360,VIP Reload,2024-07-17,416.94,15,No,0
B001236,P00360,Deposit Match,2023-12-15,184.64,25,No,0
B001237,P00360,VIP Reload,2024-06-25,217.38,30,Yes,84.87
B001238,P00360,VIP Reload,2023-11-10,118.94,20,No,0
B001239,P00360,Deposit Match,2024-09-02,50.47,20,Yes,31.48
B001240,P00360,No Deposit,2024-04-22,478.92,35,No,0
B001241,P00360,Welcome Bonus,2024-11-16,135.42,35,No,0
B001242,P00360,VIP Reload,2024-08-23,342.98,25,Yes,181.79
B001243,P00360,VIP Reload,2024-09-25,194.97,35,No,0
B001244,P00361,Welcome Bonus,2024-11-23,92.9,25,No,53.18
B001245,P00361,Free Spins,2024-12-01,320.7,40,Yes,124.94
B001246,P00361,Deposit Match,2024-12-16,144.18,35,No,0
B001247,P00361,No Deposit,2024-12-31,150.97,20,Yes,49.54
B001248,P00361,Welcome Bonus,2024-11-24,459.55,40,No,0
B001249,P00362,Welcome Bonus,2023-04-06,34.03,20,Yes,38.15
B001250,P00363,Welcome Bonus,2023-04-06,28.2,25,Yes,44.77
B001251,P00363,Welcome Bonus,2024-04-17,204.8,15,Yes,124.24
B001252,P00364,Welcome Bonus,2023-08-05,45.16,25,No,28.88
B001253,P00364,Free Spins,2024-09-19,243.29,20,Yes,149.82
B001254,P00365,Welcome Bonus,2023-12-18,53.94,30,Yes,6.25
B001255,P00365,Deposit Match,2024-12-26,81.39,20,No,0
B001256,P00366,Welcome Bonus,2023-06-11,99.85,25,Yes,22.94
B001257,P00366,No Deposit,2024-10-10,271.9,15,No,0
B001258,P00366,VIP Reload,2024-04-20,352.05,25,No,0
B001259,P00366,Free Spins,2024-04-30,423.91,35,Yes,287.16
B001260,P00366,VIP Reload,2024-09-15,217.41,35,No,0
B001261,P00366,Deposit Match,2024-03-12,242.46,40,No,0
B001262,P00366,No Deposit,2024-01-20,119.18,15,No,0
B001263,P00366,Free Spins,2024-05-31,166.52,15,No,0
B001264,P00366,Free Spins,2023-11-16,202.55,35,Yes,106.03
B001265,P00366,No Deposit,2024-02-02,168.31,35,Yes,75.51
B001266,P00366,No Deposit,2024-04-07,305.57,35,Yes,104.3
B001267,P00367,Welcome Bonus,2023-10-08,42.61,35,Yes,57.44
B001268,P00368,Welcome Bonus,2023-02-23,62.33,30,No,37.92
B001269,P00368,Free Spins,2024-06-05,58.32,35,No,0
B001270,P00368,Deposit Match,2024-04-17,182.16,20,No,0
B001271,P00368,VIP Reload,2024-03-22,200.28,40,Yes,72.5
B001272,P00369,Welcome Bonus,2024-05-03,76.12,25,Yes,5.86
B001273,P00369,Deposit Match,2024-10-08,432.12,15,Yes,248.18
B001274,P00370,Welcome Bonus,2023-05-04,66.5,25,No,48.48
B001275,P00370,VIP Reload,2023-09-04,459.06,40,No,0
B001276,P00370,Cashback,2024-11-08,340.2,40,Yes,210.82
B001277,P00370,Welcome Bonus,2024-10-20,61.86,25,No,0
B001278,P00371,Welcome Bonus,2023-04-15,13.35,25,No,28.72
B001279,P00372,Welcome Bonus,2023-05-17,29.22,25,No,35.34
B001280,P00372,VIP Reload,2024-10-14,330.37,35,No,0
B001281,P00372,Free Spins,2023-10-27,372.03,15,Yes,264.3
B001282,P00372,Deposit Match,2024-08-18,448.44,25,No,0
B001283,P00372,Deposit Match,2023-08-29,408.52,25,Yes,147.46
B001284,P00373,Welcome Bonus,2023-12-26,96.34,30,Yes,50.72
B001285,P00373,Cashback,2024-05-04,285.9,25,Yes,113.34
B001286,P00374,Welcome Bonus,2023-04-13,48.28,25,No,8.32
B001287,P00374,Deposit Match,2024-05-13,213.25,20,No,0
B001288,P00375,Welcome Bonus,2023-05-24,36.06,30,No,55.31
B001289,P00376,Welcome Bonus,2024-11-05,17.26,35,No,57.21
B001290,P00376,No Deposit,2024-12-11,12.25,25,No,0
B001291,P00377,Welcome Bonus,2023-02-25,36.29,35,Yes,35.45
B001292,P00378,Welcome Bonus,2023-03-14,66.61,25,No,51.53
B001293,P00378,No Deposit,2024-04-01,146.4,30,Yes,110.32
B001294,P00378,Deposit Match,2024-07-02,316.0,35,No,0
B001295,P00379,Welcome Bonus,2024-03-06,98.85,35,No,17.16
B001296,P00379,Deposit Match,2024-08-16,205.87,35,No,0
B001297,P00379,VIP Reload,2024-09-08,165.77,40,Yes,88.32
B001298,P00379,VIP Reload,2024-12-28,256.01,20,Yes,165.89
B001299,P00379,Deposit Match,2024-11-24,11.19,25,No,0
B001300,P00379,Cashback,2024-09-25,300.23,15,No,0
B001301,P00379,Cashback,2024-11-08,222.73,15,No,0
B001302,P00379,Welcome Bonus,2024-09-14,250.2,25,No,0
B001303,P00379,Cashback,2024-08-25,420.83,40,Yes,290.21
B001304,P00379,Free Spins,2024-04-17,307.13,15,Yes,242.69
B001305,P00379,VIP Reload,2024-05-28,301.3,15,Yes,222.96
B001306,P00380,Welcome Bonus,2023-09-26,31.59,25,Yes,14.84
B001307,P00381,Welcome Bonus,2024-03-01,32.32,35,Yes,59.64
B001308,P00381,Deposit Match,2024-08-12,334.45,25,No,0
B001309,P00381,No Deposit,2024-07-22,225.28,15,Yes,176.07
B001310,P00382,Welcome Bonus,2024-06-07,96.3,30,Yes,12.53
B001311,P00383,Welcome Bonus,2024-10-27,18.59,20,Yes,33.18
B001312,P00383,VIP Reload,2024-12-30,309.8,35,Yes,185.24
B001313,P00383,Welcome Bonus,2024-12-21,19.24,40,Yes,14.39
B001314,P00383,No Deposit,2024-12-01,138.71,30,No,0
B001315,P00383,VIP Reload,2024-11-12,24.5,20,No,0
B001316,P00384,Welcome Bonus,2024-03-20,28.21,25,No,44.14
B001317,P00385,Welcome Bonus,2023-06-29,25.28,25,Yes,9.58
B001318,P00385,VIP Reload,2024-02-07,229.85,15,No,0
B001319,P00385,Deposit Match,2024-09-16,373.62,35,Yes,264.6
B001320,P00385,VIP Reload,2023-11-14,470.48,40,Yes,256.95
B001321,P00385,Cashback,2023-08-10,212.49,25,Yes,126.27
B001322,P00386,Welcome Bonus,2024-06-13,26.39,25,Yes,59.48
B001323,P00386,Welcome Bonus,2024-08-21,172.71,25,Yes,77.27
B001324,P00387,Welcome Bonus,2023-10-03,95.78,35,Yes,17.39
B001325,P00387,Free Spins,2024-03-24,137.07,40,No,0
B001326,P00388,Welcome Bonus,2024-12-30,29.93,25,No,9.7
B001327,P00388,Deposit Match,2024-12-30,184.34,35,No,0
B001328,P00389,Welcome Bonus,2024-08-03,78.9,20,No,9.31
B001329,P00390,Welcome Bonus,2023-02-15,66.65,20,No,24.04
B001330,P00390,Deposit Match,2023-07-13,443.05,35,No,0
B001331,P00390,Welcome Bonus,2024-04-29,441.13,35,Yes,189.14
